, ,Unnamed: 1,Q1 Q1: First I would like to ask you about your current situation / family situation. How would you rate it on a scale from 1 to 5?,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76
4317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318, ,,"Q42I Q42I: According to your opinion, how available are these services and products in your area? Hygiene products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,,,Total,,Very available,,Somewhat available,,Hardly available,,Not available,,I have never heard about it,,(DK),,(RF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320,,,Count,Row N %,Count,Row N %,Count,Row N %,Count,Row N %,Count,Row N %,Count,Row N %,Count,Row N %,Count,Row N %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4321,National,National,1500,1,241,0.16066666666666665,326,0.21733333333333335,199,0.13266666666666668,540,0.36,130,0.08666666666666666,63,0.042,1,0.0006666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,North_South,North,1190,1,150,0.12605042016806722,244,0.2050420168067227,169,0.14201680672268907,466,0.39159663865546224,113,0.0949579831932773,47,0.03949579831932773,1,0.0008403361344537816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4323,,South,310,1,91,0.2935483870967742,82,0.2645161290322581,30,0.0967741935483871,74,0.23870967741935484,17,0.05483870967741935,16,0.05161290322580645,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324,Governorate,Ibb,170,1,7,0.04117647058823529,51,0.3,35,0.2058823529411765,52,0.3058823529411765,15,0.08823529411764706,10,0.05882352941176471,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4325,,Abyan,30,1,1,0.03333333333333333,4,0.13333333333333333,0,0,18,0.6,6,0.2,1,0.03333333333333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326,,Sana'a City,140,1,58,0.4142857142857143,45,0.32142857142857145,14,0.1,20,0.14285714285714288,1,0.007142857142857143,2,0.014285714285714285,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327,,al-Baydha',40,1,1,0.025,10,0.25,5,0.125,22,0.55,2,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4328,,Taiz,190,1,1,0.005263157894736842,5,0.026315789473684213,14,0.07368421052631578,169,0.8894736842105263,1,0.005263157894736842,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,,al-Jawf,30,1,0,0,0,0,3,0.1,5,0.16666666666666669,20,0.6666666666666667,2,0.06666666666666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,,Hajja,120,1,16,0.13333333333333333,11,0.09166666666666666,7,0.05833333333333333,47,0.39166666666666666,33,0.275,5,0.04166666666666667,1,0.008333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,,al-Hudaida,170,1,30,0.17647058823529413,43,0.2529411764705882,34,0.2,34,0.2,23,0.13529411764705881,6,0.03529411764705882,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,,Hadhramawt,80,1,43,0.5375,27,0.3375,7,0.0875,2,0.025,0,0,1,0.0125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,,Dhamar,100,1,7,0.07,26,0.26,21,0.21,26,0.26,10,0.1,10,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,,Shabwa,40,1,0,0,8,0.2,14,0.35,7,0.175,7,0.175,4,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335,,Sana'a,70,1,17,0.24285714285714285,33,0.4714285714285715,3,0.04285714285714286,15,0.21428571428571427,1,0.014285714285714285,1,0.014285714285714285,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,,Aden,50,1,24,0.48,13,0.26,3,0.06,9,0.18,0,0,1,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,,Lahj,60,1,18,0.3,12,0.2,3,0.05,17,0.2833333333333333,4,0.06666666666666667,6,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,,Marib,20,1,1,0.05,0,0,2,0.1,12,0.6,5,0.25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,,al-Mahweet,40,1,0,0,0,0,1,0.025,37,0.925,0,0,2,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,,al-Mahra,10,1,2,0.2,6,0.6,1,0.1,0,0,0,0,1,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,,Amran,70,1,12,0.17142857142857143,18,0.2571428571428572,28,0.4,5,0.07142857142857144,0,0,7,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342,,al-Dhali',40,1,3,0.075,12,0.3,2,0.05,21,0.525,0,0,2,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,,Rayma,30,1,0,0,2,0.06666666666666667,2,0.06666666666666667,22,0.7333333333333333,2,0.06666666666666667,2,0.06666666666666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344,Gender,Male,750,1,136,0.18133333333333332,201,0.268,83,0.11066666666666666,271,0.36133333333333334,34,0.04533333333333333,25,0.03333333333333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4345,,Female,750,1,105,0.14,125,0.16666666666666669,116,0.15466666666666667,269,0.3586666666666667,96,0.128,38,0.050666666666666665,1,0.0013333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346,Locale,Urban,440,1,142,0.32272727272727275,119,0.27045454545454545,54,0.12272727272727274,96,0.21818181818181817,18,0.04090909090909091,11,0.025,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
